makespan,sla_violation,sla_violation_percent,cpu_utilization,execution_time,tasks_executed,energy_consumption,avg_loop_time,avg_optimize_time
1734296960.4556346,469,5.4446250290225215,0.43499999999999994,81.7403609752655,8614,0.5219999999999999,0.4418397890554892,0.14044532260379275
