makespan,sla_violation,sla_violation_percent,cpu_utilization,execution_time,tasks_executed,energy_consumption,avg_loop_time,avg_optimize_time
0.045,1240,14.395170652426284,0.7744444444444444,20.162769079208374,8614,0.9293333333333332,0.10898794096869391,0.08809346766085238
